Make,Model,Year,Kilometer,Color,Owner,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Price
Maruti Suzuki,Swift VDi AMT [2018-2019],2018,43000,Red,First,3840.0,1735.0,1530.0,5.0,37.0,699000
Hyundai,Verna Fluidic 1.6 CRDi SX,2013,107000,White,First,4370.0,1700.0,1475.0,5.0,43.0,484999
Mercedes-Benz,C-Class C 43 AMG,2021,13000,Red,First,4702.0,1810.0,1434.0,4.0,66.0,7500000
Mercedes-Benz,E-Class E250 CDI BlueEfficiency,2011,85000,White,Second,4868.0,1854.0,1471.0,5.0,90.0,850000
Tata,Nexon XZA Plus Petrol,2018,8922,Red,First,3994.0,1811.0,1607.0,5.0,44.0,1085000
Maruti Suzuki,Alto 800 Vxi,2013,47800,Red,First,3395.0,1490.0,1475.0,5.0,35.0,319000
Mahindra,XUV500 W8,2012,143000,Silver,First,4585.0,1890.0,1785.0,7.0,70.0,549000
Tata,Harrier XZ [2019-2020],2019,68758,White,First,4598.0,1894.0,1706.0,5.0,50.0,1725000
Honda,Mobilio S Diesel,2015,72000,White,Second,4386.0,1683.0,1603.0,7.0,42.0,475000
Tata,Punch Creative iRA Pack MT,2022,7500,White,First,3827.0,1742.0,1615.0,5.0,37.0,890000
Maruti Suzuki,Wagon R VXi,2012,37000,Brown,Second,3539.0,1495.0,1700.0,5.0,35.0,235000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],2016,22402,Grey,First,3765.0,1660.0,1520.0,5.0,43.0,445000
Honda,City V,2019,12382,Maroon,First,4440.0,1695.0,1495.0,5.0,40.0,1060000
Maruti Suzuki,Baleno Alpha 1.3,2017,61000,Orange,First,3995.0,1745.0,1500.0,5.0,37.0,690000
Jaguar,F-Pace Prestige,2018,90868,Blue,First,4731.0,2071.0,1651.0,5.0,82.0,4200000
Land Rover,Range Rover Sport SE 2.0 Petrol,2022,22010,White,First,4879.0,2073.0,1803.0,5.0,104.0,12500000
Toyota,Fortuner 3.0 4x4 AT,2015,72000,Black,Second,4705.0,1840.0,1850.0,7.0,80.0,1750000
Renault,Kwid 1.0 RXT Edition,2018,75500,Blue,First,3679.0,1579.0,1478.0,5.0,28.0,395000
BMW,X1 sDrive20d Expedition,2018,25000,White,First,4439.0,1821.0,1612.0,5.0,51.0,2790000
Audi,Q3 35 TDI quattro Premium Plus,2018,38000,Red,First,4385.0,1831.0,1608.0,5.0,64.0,2475000
Maruti Suzuki,Wagon R LXi Minor,2009,39586,Red,First,3520.0,1475.0,1690.0,5.0,35.0,145000
Hyundai,Elite i20 Asta 1.2 AT,2018,33647,Red,First,3985.0,1734.0,1505.0,5.0,40.0,750000
Mahindra,XUV500 W10,2016,86000,White,First,4585.0,1890.0,1785.0,7.0,70.0,950000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2018,57847,Grey,First,3765.0,1660.0,1520.0,5.0,43.0,569000
Maruti Suzuki,Swift DZire VXI,2016,74000,White,First,3995.0,1695.0,1555.0,5.0,42.0,470000
Porsche,Cayenne Diesel,2015,58000,White,First,4846.0,2155.0,1705.0,5.0,85.0,5350000
Nissan,Terrano XL D Plus,2014,85000,Silver,Second,4331.0,1822.0,1671.0,5.0,50.0,450000
Renault,Kwid 1.0 RXT [2016-2019],2016,26000,Brown,First,3679.0,1579.0,1478.0,5.0,28.0,299000
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],2020,18000,Black,First,4300.0,1790.0,1635.0,5.0,50.0,1875000
Mahindra,Thar LX 4-STR Hard Top Diesel AT,2022,11000,Black,First,3985.0,1820.0,1844.0,4.0,57.0,1825000
Land Rover,Discovery Sport HSE 7-Seater,2018,57300,White,First,4600.0,2069.0,1724.0,7.0,65.0,4459000
BMW,5-Series 525d Sedan,2010,74000,Silver,Second,4841.0,1846.0,1468.0,5.0,70.0,1195000
Toyota,Glanza G CVT,2019,25000,Red,First,3995.0,1745.0,1510.0,5.0,37.0,790000
Hyundai,Creta 1.6 SX Plus AT Petrol,2017,39000,Red,Second,4270.0,1780.0,1630.0,5.0,60.0,1095000
Toyota,Innova 2.4 G 7 STR [2016-2017],2020,45000,Grey,First,4735.0,1830.0,1795.0,7.0,55.0,1950000
Volkswagen,Polo GT TSI,2015,80852,Grey,Second,3970.0,1682.0,1453.0,5.0,45.0,525000
Isuzu,MU-X 4x2,2018,75592,White,First,4825.0,1860.0,1840.0,7.0,65.0,2100000
Maruti Suzuki,Alto VXi,2014,54420,Silver,First,3620.0,1475.0,1460.0,5.0,35.0,270000
Toyota,Corolla Altis G AT Petrol,2015,39780,White,First,4620.0,1775.0,1475.0,5.0,55.0,894999
Hyundai,i10 Sportz 1.2 AT Kappa2,2013,78301,Grey,Second,3585.0,1595.0,1550.0,5.0,35.0,335000
Tata,Hexa XE 4x2 7 STR,2018,38000,White,First,4788.0,1903.0,1791.0,7.0,60.0,1000000
Hyundai,i10 Sportz 1.2,2009,126535,Gold,First,3565.0,1595.0,1550.0,5.0,35.0,220000
Hyundai,Creta 1.6 SX Plus AT Petrol,2016,37079,Red,First,4270.0,1780.0,1630.0,5.0,60.0,960000
Mercedes-Benz,GLS 350 d,2018,87200,White,First,5130.0,1934.0,1850.0,7.0,100.0,7200000
Audi,Q3 2.0 TDI quattro Premium Plus,2014,51000,Gold,Second,4385.0,1831.0,1608.0,5.0,64.0,1300000
Volkswagen,Polo Comfortline 1.2L (P),2013,39000,Red,First,3970.0,1682.0,1453.0,5.0,45.0,375000
Jaguar,XE Prestige Diesel,2017,29999,Blue,First,4795.0,1967.0,1416.0,5.0,56.0,3299000
Tata,Safari 4x2 EX TCIC,2014,100472,White,First,4810.0,1918.0,1925.0,7.0,65.0,565000
Audi,Q3 35 TDI Premium + Sunroof,2016,84700,White,First,4385.0,1831.0,1608.0,5.0,64.0,1798999
Maruti Suzuki,Alto LXi BS-III,2008,19759,Blue,First,3495.0,1475.0,1460.0,5.0,35.0,189000
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,2014,56000,Red,First,4370.0,1700.0,1475.0,5.0,43.0,545000
Hyundai,Venue SX 1.0 Turbo iMT,2022,3383,Blue,First,3995.0,1770.0,1605.0,5.0,45.0,1085000
Maruti Suzuki,Vitara Brezza VDi,2018,42000,White,First,3995.0,1790.0,1640.0,5.0,48.0,725000
BMW,X3 xDrive20d,2012,65000,Silver,Second,4648.0,1881.0,1661.0,5.0,67.0,1090000
Honda,WR-V VX MT Petrol,2019,17000,White,First,3999.0,1734.0,1601.0,5.0,40.0,900000
BMW,5-Series 520d Luxury Line [2017-2019],2016,38000,White,Second,4936.0,1868.0,1479.0,5.0,65.0,3400000
Honda,Amaze 1.5 S i-DTEC,2014,62500,Bronze,First,3990.0,1680.0,1505.0,5.0,35.0,295000
Tata,Harrier XZA Plus Dual Tone,2021,30229,White,First,4598.0,1894.0,1706.0,5.0,50.0,2251000
Porsche,911 Carrera 4,2019,9000,Blue,First,4491.0,1852.0,1304.0,4.0,68.0,9300000
Maruti Suzuki,Wagon R LXI CNG (O),2016,26600,Brown,First,3599.0,1495.0,1700.0,5.0,35.0,430000
Maruti Suzuki,Ciaz Delta 1.3 Hybrid,2017,86000,Brown,Second,4490.0,1730.0,1485.0,5.0,43.0,600000
Hyundai,Tucson GL 2WD AT Petrol,2017,86000,Blue,First,4475.0,1850.0,1660.0,5.0,62.0,1595000
Hyundai,i20 Sportz 1.2,2013,29135,White,First,3995.0,1710.0,1505.0,5.0,45.0,375000
Volvo,V40 D3 Kinetic,2015,50965,White,First,4370.0,1783.0,1458.0,5.0,60.0,1200000
Toyota,Fortuner 3.0 4x2 AT,2014,72000,White,First,4705.0,1840.0,1850.0,7.0,80.0,1525000
Mercedes-Benz,C-Class C 200 Avantgarde,2016,28000,Silver,First,4686.0,1810.0,1442.0,5.0,66.0,2675000
Honda,Jazz V AT Petrol,2015,42000,White,First,3955.0,1694.0,1544.0,5.0,40.0,545000
Mercedes-Benz,S-Class S 350D [2018-2020],2017,11850,White,First,5246.0,1899.0,1494.0,5.0,70.0,7900000
Honda,Jazz S,2010,32000,Silver,First,3900.0,1695.0,1535.0,5.0,42.0,195000
BMW,3-Series 320d Luxury Edition,2021,24000,White,First,4709.0,1827.0,1435.0,5.0,59.0,4550000
Land Rover,Evoque HSE Dynamic,2015,50623,Gold,Second,4465.0,1900.0,1635.0,5.0,57.0,2499000
Mahindra,Xylo D2 BS-IV,2012,85000,White,Fourth,4520.0,1850.0,1895.0,7.0,55.0,210000
Hyundai,Venue SX 1.5 CRDi,2022,1700,White,First,3995.0,1770.0,1605.0,5.0,45.0,1097000
Volkswagen,Polo GT TSI,2020,43260,Red,First,3971.0,1682.0,1469.0,5.0,45.0,1095000
Maruti Suzuki,Wagon R LXI CNG,2015,67738,White,Second,3599.0,1495.0,1700.0,5.0,35.0,325000
Mahindra,Scorpio S11 4WD 7 STR,2019,69000,Black,First,4456.0,1820.0,1995.0,7.0,60.0,1375000
Maruti Suzuki,Swift VXi,2021,14722,White,First,3845.0,1735.0,1530.0,5.0,37.0,745000
Toyota,Innova 2.4 VX 7 STR [2016-2020],2017,29000,Bronze,First,4735.0,1830.0,1795.0,7.0,55.0,2175000
Jeep,Compass Limited (O) 1.4 Petrol AT [2017-2020],2017,60200,White,First,4395.0,1818.0,1640.0,5.0,60.0,1250000
Maruti Suzuki,Swift VDi,2017,140000,Grey,First,3850.0,1695.0,1530.0,5.0,42.0,500000
Honda,WR-V S MT Petrol,2017,23798,Brown,First,3999.0,1734.0,1601.0,5.0,40.0,625000
Honda,City 1.5 S MT,2011,55000,Silver,First,4420.0,1695.0,1480.0,5.0,42.0,250000
Volkswagen,Vento TSI,2017,51000,White,First,4384.0,1699.0,1466.0,5.0,55.0,650000
Honda,Brio S MT,2014,49000,Brown,Second,3610.0,1680.0,1500.0,5.0,35.0,310000
Renault,Duster RXL Petrol,2017,48000,Black,First,4315.0,1822.0,1695.0,5.0,50.0,600000
Ford,Fiesta Style Diesel [2011-2014],2013,74000,Maroon,First,4291.0,1722.0,1496.0,5.0,43.0,295000
Mahindra,XUV500 W8,2012,102000,Grey,Second,4585.0,1890.0,1785.0,7.0,70.0,484999
BMW,5-Series 530i Sport Line,2018,32000,Blue,First,4936.0,1868.0,1479.0,5.0,57.0,4250000
Tata,Safari 2.2 EX 4x2,2013,97000,Black,First,4655.0,1965.0,1922.0,7.0,55.0,375000
Kia,Seltos GTX Plus AT 1.4 [2019-2020],2021,16000,Red,First,4315.0,1800.0,1645.0,5.0,50.0,1625000
Porsche,Cayenne Platinum Edition Diesel,2016,55700,Silver,First,4855.0,1939.0,1705.0,5.0,85.0,5350000
BMW,X5 xDrive30d xLine,2017,80000,White,First,4922.0,2004.0,1745.0,5.0,80.0,4250000
Ford,Ecosport Trend 1.5 TDCi,2014,115000,White,First,3999.0,1765.0,1708.0,5.0,52.0,480000
Hyundai,Grand i10 NIOS Magna 1.2 Kappa VTVT,2020,74000,White,First,3805.0,1680.0,1520.0,5.0,37.0,590000
Hyundai,Elite i20 Sportz 1.4,2015,61000,Silver,First,3985.0,1734.0,1505.0,5.0,45.0,561000
Toyota,Corolla Altis 1.8 G,2014,104814,Grey,First,4540.0,1760.0,1480.0,5.0,55.0,725000
Hyundai,Elantra 1.8 SX MT,2013,17000,White,First,4530.0,1775.0,1470.0,5.0,56.0,645000
Audi,Q3 35 TDI Premium + Sunroof,2015,60000,White,Second,4385.0,1831.0,1608.0,5.0,64.0,1695000
Maruti Suzuki,Swift Lxi (O) [2014-2017],2016,45000,White,First,3850.0,1695.0,1530.0,5.0,42.0,450000
Mahindra,XUV500 W10,2016,75811,Black,First,4585.0,1890.0,1785.0,7.0,70.0,1375000
Mahindra,Thar AX 4-STR Convertible Petrol MT,2021,3813,Red,First,3985.0,1820.0,1855.0,4.0,57.0,1700000
Maruti Suzuki,Swift VXi [2014-2017],2016,64928,Red,First,3850.0,1695.0,1530.0,5.0,42.0,525000
Maruti Suzuki,DZire VDi,2018,68500,Grey,First,3995.0,1735.0,1515.0,5.0,37.0,590000
Toyota,Fortuner 3.0 4x2 AT,2014,85000,White,First,4705.0,1840.0,1850.0,7.0,80.0,1495000
BMW,5-Series 520d M Sport,2017,41296,Blue,First,4899.0,2094.0,1464.0,5.0,65.0,3300000
Honda,Amaze 1.5 SX i-DTEC,2013,72567,White,First,3990.0,1680.0,1505.0,5.0,35.0,385000
Maruti Suzuki,Wagon R VXI+,2020,4295,Silver,First,3636.0,1475.0,1670.0,5.0,35.0,535000
Maruti Suzuki,Vitara Brezza ZDi Plus,2018,82000,White,First,3995.0,1790.0,1640.0,5.0,48.0,875000
Maruti Suzuki,Swift DZire LXi,2010,33000,Grey,First,4160.0,1690.0,1530.0,5.0,43.0,295000
Fiat,Linea Emotion 1.4,2011,54000,Black,First,4560.0,1730.0,1487.0,5.0,45.0,235000
Hyundai,Creta SX 1.6 CRDi (O),2018,68000,Black,First,4270.0,1780.0,1665.0,5.0,55.0,969999
Honda,City ZX CVT Petrol,2022,8530,White,UnRegistered Car,4549.0,1748.0,1489.0,5.0,40.0,1700000
Hyundai,Tucson GLS 2WD AT Petrol,2018,46000,Black,First,4475.0,1850.0,1660.0,5.0,62.0,1789999
Toyota,Innova 2.7 VX 7 STR [2016-2020],2020,26000,Silver,First,4735.0,1830.0,1795.0,7.0,65.0,1964999
Audi,TT 2.0 TFSI Quattro,2014,39394,White,Second,4198.0,1842.0,1353.0,2.0,60.0,4000000
Tata,Tiago Revotron XTA [2017-2019],2018,35000,Blue,First,3746.0,1647.0,1535.0,5.0,35.0,484999
Maruti Suzuki,Swift VXi [2014-2017],2019,17881,Grey,First,3850.0,1695.0,1530.0,5.0,42.0,580000
Honda,City E [2013-2016],2014,48409,White,Second,4440.0,1695.0,1495.0,5.0,40.0,450000
Maruti Suzuki,Alto 800 Vxi (Airbag),2020,40000,White,First,3395.0,1490.0,1475.0,5.0,35.0,355000
Audi,Q3 35 TDI Premium + Sunroof,2017,61643,Blue,First,4385.0,1831.0,1608.0,5.0,64.0,2375000
Mercedes-Benz,C-Class Cabriolet C 300,2020,21000,White,Second,4686.0,1810.0,1409.0,4.0,59.0,6500000
Tata,Nexon XZ Plus Dark Edition,2022,1500,Black,First,3993.0,1811.0,1606.0,5.0,44.0,1050000
Ford,Ecosport Ambiente 1.5L TDCi,2014,38985,Silver,First,3998.0,1765.0,1647.0,5.0,52.0,445000
Honda,Jazz SV Petrol,2015,52000,Brown,First,3955.0,1694.0,1544.0,5.0,40.0,495000
Hyundai,i10 Sportz 1.2 Kappa2,2011,42000,Grey,First,3585.0,1595.0,1550.0,5.0,35.0,275000
Honda,Amaze 1.2 VX AT i-VTEC,2014,29442,Silver,First,3990.0,1680.0,1505.0,5.0,35.0,465000
Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],2017,71800,Black,First,4395.0,1818.0,1640.0,5.0,60.0,1050000
Mercedes-Benz,C-Class C 200 Progressive [2018-2020],2022,5000,White,First,4686.0,1810.0,1442.0,5.0,66.0,4900000
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,2020,18000,Green,First,3805.0,1680.0,1520.0,5.0,60.0,695000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2018,37000,White,First,4795.0,1855.0,1835.0,7.0,80.0,3210000
Honda,City 1.5 S MT,2009,85000,White,Second,4420.0,1695.0,1480.0,5.0,42.0,269000
Hyundai,Xcent E Plus CRDi,2018,65555,White,Second,3995.0,1660.0,1520.0,5.0,43.0,445000
Land Rover,Evoque SE R-Dynamic,2021,35000,Beige,First,4371.0,1996.0,1649.0,5.0,66.5,5950000
BMW,X3 xDrive 20d Luxury Line [2018-2020],2018,87000,Blue,First,4657.0,1881.0,1678.0,5.0,67.0,3800000
Hyundai,Creta 1.6 SX Plus AT Petrol,2018,42000,White,First,4270.0,1780.0,1630.0,5.0,60.0,1000000
Mahindra,Scorpio S11 4WD 7 STR,2018,68000,White,Second,4456.0,1820.0,1995.0,7.0,60.0,1490000
MG,Astor Sharp EX 1.5 MT,2022,600,Orange,First,4323.0,1809.0,1650.0,5.0,48.0,1550000
Tata,Grande GX,2011,192326,White,Third,4421.0,1780.0,1940.0,7.0,65.0,199000
Toyota,Innova 2.0 V,2013,82000,Gold,UnRegistered Car,4555.0,1770.0,1755.0,8.0,55.0,575000
Toyota,Etios Liva VD Dual Tone,2017,86006,White,First,3884.0,1695.0,1510.0,5.0,45.0,484999
Honda,City SV Diesel,2014,75000,White,First,4440.0,1695.0,1495.0,5.0,40.0,425000
Mahindra,Scorpio S10,2014,99000,Silver,First,4456.0,1820.0,1995.0,8.0,60.0,1150000
Skoda,Superb L&K TSI AT,2021,21651,Blue,First,4861.0,1864.0,1483.0,5.0,66.0,3195000
Hyundai,i20 Active 1.4 SX,2016,84000,White,First,3995.0,1760.0,1555.0,5.0,45.0,725000
Mercedes-Benz,M-Class ML 350 CDI,2014,65000,White,Second,4804.0,2141.0,1796.0,5.0,70.0,2450000
Maruti Suzuki,Ciaz Zeta 1.4 AT,2017,31000,Blue,First,4490.0,1730.0,1485.0,5.0,43.0,741000
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],2022,17000,Grey,First,5063.0,1860.0,1494.0,5.0,80.0,7350000
Mahindra,Thar AX 6-STR Soft Top Diesel MT,2020,28000,Black,First,3985.0,1820.0,1920.0,6.0,57.0,1550000
Honda,City S Diesel,2015,64000,White,First,4440.0,1695.0,1495.0,5.0,40.0,645000
Honda,City SV Diesel,2014,85000,Silver,First,4440.0,1695.0,1495.0,5.0,40.0,550000
Maruti Suzuki,Baleno Alpha 1.2 AT,2017,35000,Blue,Third,3995.0,1745.0,1500.0,5.0,37.0,595000
Volvo,V40 Cross Country D3,2015,44000,Blue,First,4370.0,1783.0,1458.0,5.0,60.0,1595000
Maruti Suzuki,Celerio X Zxi AMT [2017-2019],2017,32000,Orange,Second,3715.0,1635.0,1565.0,5.0,35.0,500000
Maruti Suzuki,Wagon R LXI ABS,2016,49857,White,First,3599.0,1495.0,1700.0,5.0,35.0,345000
Maruti Suzuki,Wagon R VXI+,2013,46000,White,First,3636.0,1475.0,1670.0,5.0,35.0,299000
Maruti Suzuki,Wagon R LXi Minor,2008,50000,Silver,Second,3520.0,1475.0,1690.0,5.0,35.0,160000
Maruti Suzuki,Baleno Delta 1.2 AT,2017,36000,White,First,3995.0,1745.0,1500.0,5.0,37.0,570000
Renault,Kiger RXT Turbo CVT,2021,13000,White,First,3991.0,1750.0,1605.0,5.0,40.0,800000
Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],2018,40000,White,First,3655.0,1620.0,1675.0,5.0,32.0,440000
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],2013,45000,Grey,First,3515.0,1500.0,1510.0,5.0,32.0,315000
Maruti Suzuki,Alto LXi BS-III,2011,87513,Blue,Second,3495.0,1475.0,1460.0,5.0,35.0,227000
Mercedes-Benz,S-Class 350 L,2011,26000,Black,First,5226.0,2120.0,1479.0,5.0,90.0,1850000
Maruti Suzuki,S-Presso VXi CNG,2022,3800,White,First,3565.0,1520.0,1564.0,4.0,55.0,610000
Toyota,Innova 2.4 VX 8 STR [2016-2020],2018,35123,White,First,4735.0,1830.0,1795.0,8.0,55.0,1995000
Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],2021,21000,Grey,First,4315.0,1800.0,1645.0,5.0,50.0,1875000
Hyundai,Creta SX (O) 1.5 Petrol CVT [2020-2022],2022,2670,White,First,4300.0,1790.0,1635.0,5.0,50.0,1748999
Skoda,Rapid Ambition 1.6 TDI CR MT,2016,124000,Grey,First,4386.0,1699.0,1466.0,5.0,55.0,640000
Hyundai,Elite i20 Asta 1.2 (O) [2016],2016,9889,Blue,First,3985.0,1734.0,1505.0,5.0,45.0,779000
Honda,City ZX CVT Petrol,2021,13000,Brown,First,4440.0,1695.0,1495.0,5.0,40.0,1450000
Tata,Nexon XZA Plus Petrol,2018,35000,Orange,First,3994.0,1811.0,1607.0,5.0,44.0,890000
Maruti Suzuki,Baleno Zeta 1.2,2017,51145,Red,First,3995.0,1745.0,1500.0,5.0,37.0,625000
Mercedes-Benz,GLS 350 d,2019,13000,White,First,5130.0,1934.0,1850.0,7.0,100.0,8500000
Audi,RS5 4.2 Coupe,2011,56000,Red,Third,4649.0,1860.0,1366.0,5.0,64.0,2900000
Mercedes-Benz,GLC 220 d Progressive,2018,45000,Grey,First,4656.0,1890.0,1639.0,5.0,66.0,4550000
Skoda,Superb L&K TDI AT,2017,82900,Brown,First,4861.0,1864.0,1483.0,5.0,66.0,2500000
Maruti Suzuki,Alto 800 Lxi CNG,2014,56843,White,Second,3395.0,1490.0,1475.0,5.0,35.0,249000
Ford,Figo Duratec Petrol Titanium 1.2,2015,64000,Grey,First,3795.0,1680.0,1427.0,5.0,45.0,270000
Maruti Suzuki,DZire VXi AMT,2019,9644,Blue,First,3995.0,1735.0,1515.0,5.0,37.0,825000
Maruti Suzuki,Celerio ZXi (O) AMT [2019-2020],2017,41624,White,Second,3695.0,1600.0,1560.0,5.0,35.0,425000
Hyundai,Grand i10 Sportz U2 1.2 CRDi,2016,82844,Grey,First,3765.0,1660.0,1520.0,5.0,43.0,459999
Mercedes-Benz,E-Class E250 Elegance,2011,78000,White,Second,4868.0,1854.0,1471.0,5.0,80.0,980000
Renault,Duster RXL Petrol,2017,60444,Red,First,4315.0,1822.0,1695.0,5.0,50.0,789000
BMW,3-Series 330i M Sport Edition,2022,6000,White,First,4633.0,1811.0,1429.0,5.0,57.0,5100000
Mahindra,Scorpio S10,2014,125000,White,First,4456.0,1820.0,1995.0,8.0,60.0,775000
Hyundai,Creta 1.6 SX Plus AT Petrol,2019,13000,White,First,4270.0,1780.0,1630.0,5.0,60.0,1400000
Maruti Suzuki,Ertiga VDi,2015,112000,Gold,First,4265.0,1695.0,1685.0,7.0,45.0,770000
Maruti Suzuki,Ritz Vdi BS-IV,2012,54948,Silver,First,3715.0,1680.0,1620.0,5.0,43.0,445000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],2016,53300,Maroon,First,3765.0,1660.0,1520.0,5.0,43.0,450000
Honda,City SV,2019,34000,White,First,4440.0,1695.0,1495.0,5.0,40.0,840000
Mercedes-Benz,S-Class Maybach S 560,2021,21000,Black,First,5462.0,1899.0,1498.0,4.0,70.0,18500000
Land Rover,Evoque HSE Dynamic,2017,25500,White,Second,4360.0,2120.0,1635.0,5.0,57.0,4000000
Mahindra,XUV500 W8 1.99 [2016-2017],2015,157662,Silver,Second,4585.0,1890.0,1785.0,7.0,70.0,690000
Mercedes-Benz,CLA 200 D Urban Sport,2018,20000,Red,First,4630.0,1777.0,1432.0,5.0,56.0,2800000
Hyundai,Xcent SX 1.1 CRDi,2018,78900,Silver,First,3995.0,1660.0,1520.0,5.0,43.0,525000
Maruti Suzuki,Wagon R LXi CNG,2011,52000,Brown,First,3539.0,1475.0,1700.0,5.0,35.0,285000
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],2022,11000,Black,First,5063.0,1860.0,1494.0,5.0,80.0,7780000
Skoda,Kodiaq Style 2.0 TDI 4x4 AT,2018,103000,White,First,4697.0,1882.0,1665.0,7.0,63.0,1989999
Tata,Hexa XTA 4x2 7 STR,2017,95785,Blue,First,4788.0,1903.0,1791.0,7.0,60.0,1200000
Ford,Ecosport Titanium 1.5L TDCi,2017,92000,Brown,First,3998.0,1765.0,1647.0,5.0,52.0,620000
Jaguar,F-Pace Prestige,2019,43000,Black,First,4731.0,2071.0,1651.0,5.0,82.0,5200000
Mercedes-Benz,CLA 200 CDI Sport,2017,39328,Silver,First,4630.0,1777.0,1432.0,5.0,56.0,1998999
Toyota,Innova 2.4 ZX AT 7 STR,2020,18625,Bronze,First,4735.0,1830.0,1795.0,7.0,55.0,2725000
Maruti Suzuki,Swift VXi [2014-2017],2019,26000,Blue,First,3850.0,1695.0,1530.0,5.0,42.0,590000
MINI,Countryman Cooper D,2014,81000,Purple,Second,4097.0,1789.0,1561.0,5.0,47.0,1489000
Maruti Suzuki,DZire ZDi Plus AMT,2018,92000,White,First,3995.0,1735.0,1515.0,5.0,37.0,685000
Mahindra,Scorpio S3 2WD 7 STR,2019,38000,White,First,4456.0,1820.0,1930.0,7.0,60.0,1121000
Tata,Manza Aqua Safire BS-IV,2012,93000,Silver,Second,4413.0,1703.0,1550.0,5.0,44.0,114999
Maruti Suzuki,Wagon R VXI,2019,10340,White,First,3599.0,1495.0,1700.0,5.0,35.0,545000
Audi,Q3 2.0 TDI quattro Premium,2015,47706,Black,First,4385.0,1831.0,1608.0,5.0,64.0,1350000
Maruti Suzuki,XL6 Alpha MT Petrol,2021,13400,White,First,4445.0,1775.0,1700.0,6.0,45.0,1299000
Ford,Aspire Titanium1.5 TDCi,2016,44613,Silver,First,3995.0,1695.0,1525.0,5.0,40.0,450000
Porsche,718 Cayman [2017-2020],2017,7000,Red,First,4379.0,1801.0,1295.0,2.0,54.0,9000000
Maruti Suzuki,Swift VXi [2014-2017],2019,29000,Grey,First,3850.0,1695.0,1530.0,5.0,42.0,550000
BMW,3-Series 320d Luxury Line,2020,23000,White,First,4633.0,1811.0,1429.0,5.0,57.0,4390000
Maruti Suzuki,Wagon R LXI CNG (O),2015,67580,White,First,3599.0,1495.0,1700.0,5.0,35.0,445000
Hyundai,Verna 1.6 VTVT S,2015,42000,Red,First,4375.0,1700.0,1475.0,5.0,43.0,495000
Hyundai,Eon 1.0 Kappa Magna AirBag,2015,16205,White,First,3515.0,1550.0,1510.0,5.0,32.0,360000
Maruti Suzuki,Grand Vitara 2015 2.0 AT,2007,92000,Black,Third,4470.0,1810.0,1695.0,5.0,66.0,345000
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],2016,29000,Silver,First,3765.0,1660.0,1520.0,5.0,43.0,565000
Mercedes-Benz,GLE 300d 4MATIC LWB,2022,14000,White,First,4924.0,2157.0,1772.0,5.0,93.0,9390000
Mahindra,TUV300 T8 AMT mHAWK100,2017,69000,Black,First,3995.0,1835.0,1839.0,7.0,60.0,615000
Honda,City V Diesel,2015,114635,Grey,First,4440.0,1695.0,1495.0,5.0,40.0,525000
BMW,X1 sDrive20d xLine,2018,50000,Blue,Second,4454.0,2044.0,1545.0,5.0,63.0,2650000
BMW,X1 sDrive20d xLine,2019,29221,Blue,First,4454.0,2044.0,1545.0,5.0,63.0,3785000
Audi,A6 2.0 TDI Premium,2012,77000,Blue,Second,4915.0,1874.0,1455.0,5.0,65.0,1175000
Mercedes-Benz,GLC 220d 4MATIC Progressive,2022,5500,White,UnRegistered Car,4658.0,1890.0,1644.0,5.0,66.0,6400000
BMW,3-Series 320d Sport Line,2013,70000,Blue,Second,4624.0,2031.0,1429.0,5.0,60.0,1450000
Honda,City VX CVT Petrol,2022,32000,Brown,First,4549.0,1748.0,1489.0,5.0,40.0,1390000
Ferrari,488 GTB,2018,9500,Black,First,4568.0,1952.0,1213.0,2.0,78.0,35000000
Volkswagen,Tiguan Highline TDI,2020,17904,White,First,4486.0,1839.0,1672.0,5.0,71.0,2990000
Land Rover,Evoque Pure SD4,2012,95000,White,First,4355.0,2120.0,1635.0,5.0,57.0,2150000
Maruti Suzuki,Wagon R LXi CNG,2013,72000,Brown,First,3539.0,1475.0,1700.0,5.0,35.0,315000
Mercedes-Benz,GLE 43 4MATIC [2017-2019],2018,25275,Black,First,4891.0,2003.0,1719.0,5.0,93.0,8500000
Maruti Suzuki,Wagon R LXI CNG,2016,67850,Red,First,3599.0,1495.0,1700.0,5.0,35.0,400000
Tata,Nano Base,2010,60000,White,First,3099.0,1495.0,1652.0,4.0,15.0,49000
